FOLIO8,UNIT_COUNT,LEGAL_LINE,LEGAL_LINE_2,MILLAGE_CODE,USE_CODE,SITUS_CITY,SITUS_ZIP_CODE,Neighborhood/Division,Subdivision,HOA,HOA Webpage,Property Management,Property Management Wegpage
49410225,30,THE HAMPTONS OF NORTH LAUDERDALE,109-24 B,2912,01,NL,33068,,,,,,
494102AA,16,THE AVALON CONDO,UNIT 202 BLDG B,2912,04,NL,33068,,,,,,
494102AB,16,THE ELMVALE CONDO,UNIT 102 BLDG C,2912,04,NL,330682347,,,,,,
494102AC,16,THE EDGERTON CONDO,UNIT 101 BLDG A,2912,04,NL,330682357,,,,,,
494102AD,16,THE GLENECHO CONDO,UNIT 201 BLDG A,2912,04,NL,33068,,,,,,
494102AE,30,THE PALMS NL CONDO,UNIT 1 BLDG B,2912,04,NL,33068,,,,,,
494102AG,20,THE HALFWAY-TREE CONDO,UNIT 101 BLDG B,2912,04,NL,33068,,,,,,
494102AH,16,THE CHERRYTREE CONDO,UNIT 101 BLDG A,2912,04,NL,33068,,,,,,
494102AJ,46,CROSS BRIAR I CONDO,UNIT 129,2912,04,NL,33068,,,,,,
494102AK,24,SUGAR SPRING CONDO,UNIT 10,2912,04,NL,330682322,,,,,,
494102AM,38,SUGAR SPRING TWO CONDO,UNIT 11,2912,04,NL,33068,,,,,,
494102BA,29,TAM O'SHANTER GARDENS FAMILY,TOWNHOUSE CONDOMINIUM,2912,04,NL,330683260,,,,,,
494102BB,24,COUNTRY VILLAGE CONDO,UNIT 102 BLDG 4,2912,04,NL,33068,,,,,,
494102BC,58,THE AMBASSADOR AT HAMPTONS,WEST CONDO,2912,04,NL,33068,,,,,,
494102BD,62,THE BARCLAY AT HAMPTONS WEST,CONDO UNIT 203,2912,04,NL,330685603,,,,,,
494102BG,62,THE DORADO AT HAMPTONS WEST,CONDO UNIT 408,2912,04,NL,330685673,,,,,,
494102BH,58,THE EATON AT HAMPTONS WEST CONDO,UNIT 414,2912,04,NL,330685655,,,,,,
494102BJ,58,THE CARLISLE AT HAMPTONS WEST,CONDO UNIT 103,2912,04,NL,33068,,,,,,
494102BK,32,PEPPERTREE ON THE PARK CONDO,UNIT 208 BLDG 11,2912,04,NL,33068,,,,,,
494102BM,8,PEPPERTREE ON THE PARK CONDO,UNIT 217 BLDG 8,2912,04,NL,330685500,,,,,,
49410301,16,FORT LAUDERDALE TRUCK FARMS,4-31 B 3-49-41,2912,94,NL,33068,,,,,,
49410302,11,MC NAB COMMERCIAL SUB NO 1,71-13 B,3112,08,TM,33321,,,,,,
49410303,385,MAINLANDS OF TAMARAC LAKES,UNIT 14 72-5 B,3112,01,TM,333215446,,,,,,
49410304,276,MAINLANDS OF TAMARAC LAKES,SEC 16 72-6 B,3112,01,TM,33321,,,,,,
49410305,277,VANGUARD VILLAGE IN THE,MAINLANDS COMMUNITY TWO 72-7 B,3112,01,TM,333215121,,,,,,
49410306,131,HEATHGATE 72-49 B,LOT 1061,3112,01,TM,333214825,,,,,,
49410307,33,F & D SUB 73-20 B,LOT 5 BLK 2,3112,08,TM,33321,,,,,,
49410308,129,HEATHGATE FIRST ADD 73-33 B,LOT 977,3112,01,TM,333214941,,,,,,
49410309,162,HEATHGATE 2ND ADD 74-1 B,LOT 723,3112,01,TM,33319,,,,,,
49410310,99,HEATHGATE 3RD ADD 74-16 B,LOT 800,3112,01,TM,333217050,,,,,,
49410311,446,NORTH LAUDERDALE VILLAGE SEC 1,74-22 B,2912,01,NL,33068,,,,,,
49410312,3,HEATHGATE ADD 3 A 75-19 B,LOT 814,3112,01,TM,33321,,,,,,
49410313,32,P R D SUBDIVISION 76-5 B,LOT 5 BLK 2,3112,08,TM,33321,,,,,,
49410314,7,HEATHGATE ADD 3 B 76-6 B,LOT 817,3112,01,TM,33321,,,,,,
49410315,31,LYONS COMMERCIAL SUB NO 3,76-31 B,3112,11,TM,33321,,,,,,
49410316,273,SUNFLOWER 76-32 B,LOT 200,3112,01,TM,333215076,,,,,,
49410317,24,GREENBRIER DEVELOPMENT 78-6 B,LOT 7 BLK 1,3112,01,TM,333215138,,,,,,
49410318,269,SUNFLOWER FIRST ADD 78-48 B,LOT 13   BLK 3,3112,01,TM,333214845,,,,,,
49410319,86,SUNFLOWER SECOND ADD 78-50 B,LOT 3    BLK 10,3112,01,TM,333214828,,,,,,
49410320,250,NORTH LAUDERDALE VILLAGE SEC 3,79-9 B,2912,01,NL,330682028,,,,,,
49410321,71,GREENBRIER DEVELOPMENT ADD 1,80-45 B,3112,01,TM,33321,,,,,,
49410323,4,SOUTHERN BELL-TAMARAC 89-39 B,"TRACT A,THE N 20.00 OF W 85.00",3112,94,TM,33321,,,,,,
49410324,2,SHELL AT UNIVERSITY DRIVE &,MC NAB ROAD,3112,26,TM,33321,,,,,,
49410325,247,NORTH LAUDERDALE LANDINGS,91-23 B,2912,01,NL,330683511,,,,,,
49410326,2,FAMILY MART 99-47 B,ROAD RIGHT OF WAYS DEDICATED PER,3112,94,TM,33021,,,,,,
49410327,207,BROOKWOOD GARDENS 110-7 B,A PORTION OF PARCEL ONE DESC AS:,3112,01,TM,333215339,,,,,,
49410328,4,MCNAB PLAZA NORTH 111-2 B,ADDITIONAL RIGHT OF WAY,3112,94,TM,33321,,,,,,
49410329,3,PICCADILLY CAFETERIA 115-37 B,ADDITIONAL RIGHT-OF-WAY,3112,94,TM,33321,,,,,,
49410330,61,MC NAB COMMERCIAL SUB NO 1,71-13 B,3112,01,TM,333215357,,,,,,
49410331,2,MERRILL GARDENS 165-26 B,TRACT A,3112,74,TM,33321,,,,,,
49410333,2,MERRILL GARDENS II 178-110 B,PAR A,3112,74,TM,33321,,,,,,
494103AA,108,SOUTHGATE GARDENS CONDO,UNIT 204 BLDG 13,3112,04,TM,33321,,,,,,
494103AB,45,TAMARAC ISLAND CONDOMINIUM,BLDG 3 UNIT 7629,3112,04,TM,33321,,,,,,
494103AC,2,ALLGAR COMM CONDO,UNIT 7820,3112,18,TM,33321,,,,,,
494103AD,14,BITON PLAZA OFFICE CONDOMINIUM,UNIT 102,3112,18,TM,33321,,,,,,
49410401,20,FORT LAUDERDALE TRUCK FARMS,4-31 B 4-49-41 & FLORIDA FRUIT,3112,94,TM,33321,,,,,,
49410420,11,MCNAB COMMERCIAL SUB NO 2,73-28 B,3112,94,TM,33321,,,,,,
49410421,69,ACADEMY HILLS 77-48 B,LOT 30 BLK 1 TOGETHER WITH,3112,08,TM,33321,,,,,,
49410422,4,COLONY WEST SHOPPING PLAZA,84-25 B,3112,94,TM,33321,,,,,,
49410423,2,COLONY PLAZA 84-26 B,"PARCEL A LESS PT DESC'D AS,COMM",3112,11,TM,33321,,,,,,
49410424,2,TAMARAC LANES 85-31 B,ADDITIONAL R/W DEDICATED TO,3112,94,TM,33321,,,,,,
49410425,2,UNITED FEDERAL OF TAMARAC,86-34 B,3112,23,TM,33321,,,,,,
49410426,7,LAND SEC 4 GOLF COURSE PLAT,PB 88-20 B,3112,38,TM,33321,,,,,,
49410427,2,TIMBER RUN SERVICE STATION PLAT,89-29 B ADDITIONAL R/W,3112,94,TM,33321,,,,,,
49410428,2,WOODMONT RECREATION COMPLEX,91-49 B,3112,38,TM,33321,,,,,,
49410429,42,WOODMONT TRACT 65 91-50 B,LOT 18 BLK 1,3112,01,TM,33321,,,,,,
49410431,30,WOODMONT TRACT 51 92-32 B,LOT 29,3112,01,TM,33321,,,,,,
49410432,62,WOODMONT TRACT 63 92-46 B,LOT 3,3112,01,TM,333212619,,,,,,
49410433,25,WOODMONT TRACT 53 95-11 B,LOT 14,3112,01,TM,333211704,,,,,,
49410434,46,WOODMONT TRACT 64 95-40 B,LOT 1,3112,01,TM,333212711,,,,,,
49410435,43,WOODMONT TRACT 69 96-4 B,LOT 15 BLK 1,3112,01,TM,33321,,,,,,
49410437,2,BIG MAX 99-48 B,PARCEL A,3112,19,TM,33321,,,,,,
49410438,2,UNIVERSITY COMMUNITY MED PLAZA,102-43 B,3112,94,TM,33321,,,,,,
49410439,4,UNIVERSITY HOSPITAL 102-50 B,PARCEL C LESS THAT PART,3112,28,TM,33321,,,,,,
49410440,57,WOODMONT TRACT 71 105-14 B,LOT 31,3112,01,TM,333215039,,,,,,
49410441,37,WOODMONT TRACT 72-B 105-18 B,LOT 6,3112,01,TM,333212744,,,,,,
49410442,85,WOODMONT TRACT 60 105-27 B,LOT 14,3112,01,TM,333211628,,,,,,
49410444,48,WOODMONT TRACT 70 106-39 B,LOT 7,3112,01,TM,333212755,,,,,,
49410445,3,CYPRESS AT WOODMONT III,107-4 B,3112,94,TM,33321,,,,,,
49410446,119,WOODMONT TRACT 57 107-25 B,LOT 29,3112,01,TM,333211660,,,,,,
49410447,79,WOODMONT TRACT 47 108-2 B,LOT 6,3112,01,TM,333211605,,,,,,
49410448,5,WOODMONT 74 & 75 108-39 B,PT TR 74 DESC AS BEG MOST SLY,3112,82,TM,33321,,,,,,
49410449,37,WOODMONT TRACT 50 109-48 B,LOT 28,3112,01,TM,333211726,,,,,,
49410450,2,WOODMONT PLAZA 110-14 B,PARCEL A,3112,11,TM,33321,,,,,,
49410452,3,RICHWAY AT TAMARAC 112-13 B,40 FT R/W DEDICATED PER PLAT,3112,94,TM,33321,,,,,,
49410455,77,WOODMONT TRACT 48 115-23 B,"POR OF PAR A DESC AS,COMM SE COR",3112,01,TM,33321,,,,,,
49410456,70,WOODMONT TRACTS 72 A & 72 C,115-22 B,3112,01,TM,33321,,,,,,
49410457,2,WOODMONT BLOCK 30 123-18 B,PARCEL B,3112,94,TM,33321,,,,,,
49410459,2,TAMARAC PARK SHOPPING CENTER,124-14 B,3112,19,TM,33321,,,,,,
49410460,76,CYPRESS AT WOODMONT III 107-4 B,POR PAR 2 DESC AS COMM AT SW COR,3112,01,TM,33321,,,,,,
49410461,2,A.S. LUTHERAN CHURCH 128-28 B,"PARCEL A LESS PT DESC'D AS,COMM",3112,71,TM,33321,,,,,,
49410462,50,WOODMONT TRACTS 72-A & 72-C,115-22 B,3112,01,TM,33321,,,,,,
49410465,81,WOODMONT TRACT 59 114-17 B,POR OF PAR A DESC AS COMM AT,3112,01,TM,333211617,,,,,,
49410466,3,PORTOBELLO 132-43 B,THOROUGHFARES DEDICATED PER PLAT,3112,94,TM,33321,,,,,,
49410467,109,CYPRESS AT WOODMONT III 107-4 B,PT OF PAR 2 DESC AS COMM AT SE,3112,01,TM,333212643,,,,,,
49410468,4,UNIVERSITY AND MC NAB PLAT,135-2 B,3112,22,TM,33321,,,,,,
49410471,2,TAMARAC MULTI-PURPOSE CENTER,PLAT 145-6 B,3112,82,TM,33321,,,,,,
49410473,49,WOODMONT TRACT 56 123-44 B,A POR PAR A DESC'D AS:COMM NE,3112,01,TM,33321,,,,,,
49410474,3,UNIVERSITY HOSPITAL REPLAT,158-46 B PARCEL 1,3112,28,TM,33321,,,,,,
49410475,42,SHANGRI-LA AT WOODMONT 162-42 B,ADD'L THOROUGHFARE DEDICATED,3112,94,TM,33321,,,,,,
49410476,2,MCNAB MARKETPLACE 169-10 B,PARCEL A,3112,10,TM,33321,,,,,,
49410477,94,WOODMONT GARDENS 135-38 B,"PART OF PARCEL A DESC'D AS,COMM",3112,01,TM,333218129,,,,,,
49410478,69,"WOODMONT PODS B,F,& G 183-178 B",LOT 13 POD B,3112,01,TM,33321,,,,,,
49410479,54,WOODMONT POD A 183-218 B,LOT 35,3112,01,TM,33321,,,,,,
49410480,23,WOODMONT POD C 183-221 B,LOT 7,3112,00,TM,33321,,,,,,
49410481,24,WOODMONT POD E 183-227 B,LOT 20,3112,01,TM,33321,,,,,,
494104AA,70,VILLAS AT WOODMONT TR 73 CONDO,UNIT 14,3112,04,TM,33321,,,,,,
494104AB,60,THE PINES AT WOODMONT CONDO,UNIT 18,3112,04,TM,33321,,,,,,
494104AC,63,THE PINES AT WOODMONT II CONDO,UNIT 24,3112,04,TM,33321,,,,,,
494104AD,61,THE PINES AT WOODMONT III CONDO,UNIT 37,3112,04,TM,333212134,,,,,,
494104AE,4,7171 CONDO ASSOCIATION,UNIT 201,3112,19,TM,33321,,,,,,
494104AG,28,BONAIRE AT WOODMONT NO.2,CONDOMINIUM UNIT 107 BLDG 2A,3112,04,TM,33321,,,,,,
494104AH,57,BONAIRE VILLAGE AT WOODMONT,NO.1 CONDOMINIUM UNIT 1 BLDG F,3112,04,TM,33321,,,,,,
494104AJ,42,BONAIRE AT WOODMONT NO.3,CONDOMINIUM UNIT 214 BLDG 3B,3112,04,TM,33321,,,,,,
494104AK,28,BONAIRE VILLAGE AT WOODMONT,NO.2 CONDOMINIUM UNIT 2 BLDG I,3112,04,TM,33321,,,,,,
494104AM,42,BONAIRE AT WOODMONT NO.4,CONDOMINIUM UNIT 104 BLDG 4A,3112,04,TM,333212871,,,,,,
494104BA,27,BONAIRE VILLAGE AT WOODMONT,NO.3 CONDOMINIUM UNIT 1 BLDG M,3112,04,TM,33321,,,,,,
494104BB,21,BONAIRE AT WOODMONT NO.5-B,CONDOMINIUM UNIT 111 BLDG 5B,3112,04,TM,33321,,,,,,
494104BC,9,BONAIRE VILLAGE AT WOODMONT,NO.4 CONDOMINIUM UNIT 1 BLDG S,3112,04,TM,33321,,,,,,
494104BD,15,THE CENTRE AT WOODMONT I,OFFICE CONDO UNIT 202 BLDG 1,3112,18,TM,333212954,,,,,,
494104BG,24,BONAIRE AT WOODMONT NO.5-A,CONDOMINIUM UNIT 102 BLDG 5A,3112,04,TM,333212826,,,,,,
494104BH,14,BONAIRE VILLAGE AT WOODMONT,NO.5 CONDOMINIUM UNIT 5 BLDG T,3112,04,TM,33321,,,,,,
494104BJ,24,BONAIRE AT WOODMONT NO.1-B,CONDOMINIUM UNIT 310 BLDG 1B,3112,04,TM,33321,,,,,,
494104BK,29,UNIVERSITY PHYSICIANS PAVILION,CONDO UNIT 2119-2131,3112,19,TM,33321,,,,,,
494104BM,9,BONAIRE VILLAGE AT WOODMONT NO.4,CONDOMINIUM UNIT 1 BLDG Q,3112,04,TM,33321,,,,,,
494104CA,13,THE CENTRE AT WOODMONT II,OFFICE CONDO UNIT 1076,3112,18,TM,333216110,,,,,,
494104CB,21,BONAIRE AT WOODMONT NO.1-A,CONDOMINIUM UNIT 101 BLDG 1A,3112,04,TM,33321,,,,,,
494104CC,11,THE CENTRE AT WOODMONT III,OFFICE CONDO,3112,19,TM,33321,,,,,,
494104CD,12,CYPRESS AT WOODMONT III,CONDOMINIUM UNIT 101 BLDG 7,3112,04,TM,33321,,,,,,
494104CG,13,THE CENTRE AT WOODMONT IV,OFFICE CONDO UNIT 201,3112,19,TM,33321,,,,,,
494104CH,164,CYPRESS CLUB AT WOODMONT CONDO,UNIT 2 BLDG 8161,3112,04,TM,33321,,,,,,
49410501,17,FORT LAUDERDALE TRUCK FARMS SUB,4-31 B 4-49-41 5-49-41,3112,94,TM,33321,,,,,,
49410502,83,WESTWOOD COMMUNITY 4 77-45 B,LOT 7 BLK 323,3112,01,TM,33321,,,,,,
49410503,317,WESTWOOD COMMUNITY 3 77-46 B,LOT 1 BLK 294,3112,01,TM,33321,,,,,,
49410504,310,WESTWOOD COMMUNITY 5 78-39 B,LOT 23   BLK 342,3112,01,TM,333211446,,,,,,
49410505,185,WESTWOOD COMMUNITY 4-A 78-42 B,LOT 28   BLK 325,3112,01,TM,33321,,,,,,
49410506,120,WESTWOOD COMMUNITY 5-A 81-20 B,LOT 5    BLK 348,3112,01,TM,333211307,,,,,,
49410509,100,NORTHWOOD 97-28 B,LOT 2 BLK 4,3112,01,TM,333211324,,,,,,
49410510,59,HEFTLER HOMES-TAMARAC 101-40 B,LOT 10 BLK 1,3112,01,TM,333211512,,,,,,
49410511,1,TAMARAC CONVALESCENT CENTER,102-23 B,3112,78,TM,33321,,,,,,
49410514,16,WOODMONT TRACT 62 107-35 B,LOT 15,3112,01,TM,33321,,,,,,
49410515,177,NORTHWOOD II 107-39 B,"POR OF LOTS 73 & 74 DESC AS,COMM",3112,01,TM,33321,,,,,,
49410516,225,SPRINGLAKE II 109-11 B,LOT 6 BLK 2 & 1/48 INT IN COM AR,3112,01,TM,333211969,,,,,,
49410517,6,TAMARAC TOWN SQUARE 112-1 B,POR PAR A DESC AS COMM NW COR,3112,11,TM,33321,,,,,,
49410519,4,BISHOP TRACT 26 120-23 B,ADDITIONAL RIGHT OF WAY,3112,94,TM,33321,,,,,,
49410520,6,BISHOP TRACT 31 120-24 B,"PT OF PARCEL A DESC'D AS,COMM AT",3112,95,TM,33321,,,,,,
49410523,110,WOODVIEW 103-34 B,POR OF PAR 5 DESC AS COMM AT,3112,01,TM,33321,,,,,,
49410524,1,I.C.PLAT 130-35 B,PARCEL A,3112,03,TM,33321,,,,,,
49410525,3,TAMARAC MUNICIPAL,COMPLEX PLAT 133-41 B,3112,89,TM,33321,,,,,,
49410526,1,GREENVIEW APARTMENTS 134-22 B,"TRACT ""A""",3112,03,TM,33321,,,,,,
49410528,2,NOBHILL/WESTWOOD PLAT 144-3 B,"PARCEL ""B""",3112,11,TM,33321,,,,,,
49410529,1,ROCKFORD 151-37 B,PAR A R/W (DEDICATED PER PLAT),3112,94,TM,33321,,,,,,
49410530,2,HUNTINGTON 151-38 B,PAR R/W (DEDICATED PER PLAT),3112,94,TM,33321,,,,,,
49410533,115,MALVERN 152-18 B,LOT 1,3112,01,TM,333216902,,,,,,
49410534,88,WOODMONT TRACT 67 118-22 B,A POR LAND IN TR 67 DESC'D AS:,3112,01,TM,33321,,,,,,
49410535,8,KINGS POINTE REPLAT 156-3 B,PARCEL R & TOG WITH POR OF FLA,3112,82,TM,33321,,,,,,
49410536,44,THE POINTE VILLAS,160-20 B,3112,01,TM,33321,,,,,,
49410537,2,TAMARAC TRACT 24 160-46 B,PARCEL A,3112,03,TM,33321,,,,,,
49410538,56,SOUTHGATE AT NOB HILL PLAT,170-40 B,3112,01,TM,33321,,,,,,
49410539,1,CDI SOUTHGATE 179-160 B,PARCEL A,3112,23,TM,33321,,,,,,
494105AA,70,WOODMONT APT HOMES 67A CONDO,UNIT 202 BLDG 9,3112,04,TM,33321,,,,,,
494105AB,96,THE CYPRESS AT WOODMONT,CONDOMINIUM UNIT 203 BLDG 2,3112,04,TM,33321,,,,,,
494105AC,82,CYPRESS AT WOODMONT II,CONDOMINIUM UNIT 201 BLDG 9,3112,04,TM,33321,,,,,,
494105AD,78,CYPRESS AT WOODMONT III,CONDOMINIUM UNIT 104 BLDG 1,3112,04,TM,33321,,,,,,
494105AE,60,YARDLEY CONDOMINIUM D,UNIT 415,3112,04,TM,33321,,,,,,
494105AF,60,YARDLEY CONDOMINIUM C,UNIT 209,3112,04,TM,33321,,,,,,
494105AG,60,YARDLEY CONDOMINIUM E,UNIT 202,3112,04,TM,33321,,,,,,
494105AH,24,BELFORT CONDOMINIUM B,UNIT 106 BLDG B2,3112,04,TM,33321,,,,,,
494105AJ,24,BELFORT CONDOMINIUM C,UNIT 211 BLDG C3,3112,04,TM,333211804,,,,,,
494105AK,36,BELFORT CONDOMINIUM F,UNIT 101 BLDG F,3112,04,TM,33321,,,,,,
494105AL,60,YARDLEY CONDOMINIUM F,UNIT 401,3112,04,TM,33321,,,,,,
494105AM,24,BELFORT CONDOMINIUM G,UNIT 111 BLDG G3,3112,04,TM,33321,,,,,,
494105AN,60,YARDLEY CONDOMINIUM A,UNIT 213,3112,04,TM,33321,,,,,,
494105AP,60,YARDLEY CONDOMINIUM B,UNIT 303,3112,04,TM,33321,,,,,,
494105AQ,300,EL-AD NOB HILL CONDO,UNIT U10-105,3112,04,TM,33321,,,,,,
494105BA,32,BELFORT CONDOMINIUM H,UNIT 215 BLDG H4,3112,04,TM,33321,,,,,,
494105BB,24,BELFORT CONDOMINIUM N,UNIT 109 BLDG N3,3112,04,TM,33321,,,,,,
494105BC,12,CYPRESS AT WOODMONT III,CONDOMINIUM UNIT 103 BLDG 4,3112,04,TM,33321,,,,,,
494105BD,60,WELDON CONDOMINIUM A,UNIT 101,3112,04,TM,33321,,,,,,
494105BE,64,WELDON CONDOMINIUM G,UNIT 405,3112,04,TM,33321,,,,,,
494105BF,60,WELDON CONDOMINIUM B,UNIT 211,3112,04,TM,33321,,,,,,
494105BG,60,WELDON CONDOMINIUM C,UNIT 302,3112,04,TM,33321,,,,,,
494105BH,64,WELDON CONDOMINIUM H,UNIT 404,3112,04,TM,33321,,,,,,
494105BJ,62,NOB HILL LANDINGS CONDOMINIUM,UNIT 11 BLDG 1,3112,04,TM,33321,,,,,,
494105BK,60,WELDON CONDOMINIUM D,UNIT 403,3112,04,TM,33321,,,,,,
494105BL,44,WELDON CONDOMINIUM K,UNIT 104,3112,04,TM,33321,,,,,,
494105BM,56,WELDON CONDOMINIUM J,UNIT 310,3112,04,TM,33321,,,,,,
494105CA,60,WELDON CONDOMINIUM E,UNIT 403,3112,04,TM,33321,,,,,,
494105CB,60,WELDON CONDOMINIUM F,UNIT 103,3112,04,TM,33321,,,,,,
494105CC,64,WELDON CONDOMINIUM I,UNIT 305,3112,04,TM,33321,,,,,,
494105DA,208,SOUTH PALM PLACE CONDO,UNIT 117 BLDG 1,3112,04,TM,33321,,,,,,
49410600,11,6-49-41,THAT PT OF SEC 6 LYING N,3112,89,TM,33321,,,,,,
49410601,295,WESTWOOD COMMUNITY 7 81-28 B,LOT 4    BLK 370,3112,01,TM,333212230,,,,,,
49410602,331,WESTWOOD COMMUNITY 6 81-35 B,LOT 14   BLK 362,3112,01,TM,333211111,,,,,,
49410603,1,TAMARAC-LAUDERHILL CONGREGATION,OF JEHOVAHS WITNESSES 91-45 B,3112,71,TM,33321,,,,,,
49410604,3,KINGS POINT PROFESSIONAL,PLAZA 114-44 B,3112,95,TM,33321,,,,,,
49410605,5,KINGS POINT RECREATIONAL COMPLEX,115-27 B,3112,09,TM,33321,,,,,,
49410606,4,ASHMONT 115-45 B,"PART OF TRACT C DESC'D AS,COMM",3112,09,TM,33321,,,,,,
49410607,5,BELFORT 122-11 B,PARCEL A,3112,09,TM,33321,,,,,,
49410608,3,CLAIRMONT 129-2 B,PARCEL A IS HEREBY DEDICATED TO,3112,95,TM,33321,,,,,,
49410609,3,CLAIRMONT 1ST ADDITION 131-38 B,"PARCEL C,LESS CLAIRMONT",3112,09,TM,33321,,,,,,
49410610,6,FAIRFAX 134-33 B,"PARCEL ""B""",3112,09,TM,33321,,,,,,
49410611,3,DEVON 138-4 B,"PARCELS ""A"" & ""B"" DEDICATED PER",3112,95,TM,33321,,,,,,
49410612,2,GRANVILLE 144-47 B,POR PAR A DESC IN OR 28634/241,3112,09,TM,33321,,,,,,
49410613,2,KINGS POINT COMMERCIAL PLAZA,146-12 B,3112,11,TM,33321,,,,,,
49410614,1,TRENT 146-47 B,"PARCEL A,LESS TRENT A,B,C,D,E,",3112,09,TM,33321,,,,,,
49410615,2,SEDGEFIELD 150-8 B,PAR A R/W (DEDICATED PER PLAT),3112,94,TM,33321,,,,,,
49410616,1,KINGS POINT COMMERCIAL PARK,150-9 B,3112,94,TM,33321,,,,,,
49410621,71,LOMBARDY REPLAT 155-44 B,LOT 5 CLUSTER G,3112,01,TM,33321,,,,,,
49410622,361,LAND SECTION 6-NORTH 153-20 B,"A POR PAR""A""DESC'D AS:COMM SW",3112,01,TM,33321,,,,,,
49410623,144,LAND SECTION 6-SOUTH 153-21 B,"PARCEL""A"",""B"" & ""C"" OF SAID PLAT",3112,09,TM,33321,,,,,,
49410624,2,KINGS POINTE REPLAT 156-3 B,PARCEL E LESS EXETER,3112,09,TM,33321,,,,,,
49410625,86,KINGS POINT COMMERCIAL PARK,150-9B,3112,01,TM,33321,,,,,,
49410626,45,SANTA MONICA 175-8 B,PORTION TRACT A DESC AS:COMM AT,3112,01,TM,33321,,,,,,
494106AA,30,ASHMONT CONDOMINIUM C,UNIT 110,3112,04,TM,33321,,,,,,
494106AB,24,ASHMONT CONDOMINIUM A,UNIT 102 BLDG A1,3112,04,TM,33321,,,,,,
494106AC,36,ASHMONT CONDOMINIUM D,UNIT 311,3112,04,TM,33321,,,,,,
494106AD,32,ASHMONT CONDOMINIUM B,UNIT 113 BLDG B4,3112,04,TM,33321,,,,,,
494106AE,36,ASHMONT CONDOMINIUM E,UNIT 103,3112,04,TM,33321,,,,,,
494106AG,32,ASHMONT CONDOMINIUM I,UNIT 105 BLDG I2,3112,04,TM,33321,,,,,,
494106AJ,32,ASHMONT CONDOMINIUM F,UNIT 201 BLDG F1,3112,04,TM,33321,,,,,,
494106AK,36,ASHMONT CONDOMINIUM G,UNIT 110,3112,04,TM,33321,,,,,,
494106AM,32,ASHMONT CONDOMINIUM H,UNIT 103 BLDG H1,3112,04,TM,33321,,,,,,
494106BA,32,BELFORT CONDOMINIUM D,UNIT 102 BLDG D1,3112,04,TM,33321,,,,,,
494106BB,32,BELFORT CONDOMINIUM E,UNIT 208 BLDG E2,3112,04,TM,33321,,,,,,
494106BC,32,BELFORT CONDOMINIUM A,UNIT 206 BLDG A2,3112,04,TM,33321,,,,,,
494106BD,24,BELFORT CONDOMINIUM I,UNIT 109 BLDG 3,3112,04,TM,33321,,,,,,
494106BG,36,BELFORT CONDOMINIUM O,UNIT 103,3112,04,TM,33321,,,,,,
494106BH,24,BELFORT CONDOMINIUM M,UNIT 106 BLDG M2,3112,04,TM,333211852,,,,,,
494106BJ,36,BELFORT CONDOMINIUM P,UNIT 201 BLDG P,3112,04,TM,333211880,,,,,,
494106BK,32,BELFORT CONDOMINIUM J,UNIT 207 BLDG J2,3112,04,TM,333211850,,,,,,
494106BM,32,BELFORT CONDOMINIUM K,UNIT 111 BLDG K3,3112,04,TM,333211824,,,,,,
494106CA,32,BELFORT CONDOMINIUM L,UNIT 103 BLDG L1,3112,04,TM,333211861,,,,,,
494106CB,36,BELFORT CONDOMINIUM Q,UNIT 302,3112,04,TM,333211877,,,,,,
494106CC,36,CLAIRMONT CONDOMINIUM A,UNIT 309,3112,04,TM,333217845,,,,,,
494106CD,36,CLAIRMONT CONDOMINIUM B,UNIT 304,3112,04,TM,333217841,,,,,,
494106CG,36,CLAIRMONT CONDOMINIUM E,UNIT 212,3112,04,TM,333217805,,,,,,
494106CH,24,CLAIRMONT CONDOMINIUM D,UNIT 101 BLDG D1,3112,04,TM,333217836,,,,,,
494106CJ,32,BELFORT CONDOMINIUM R,UNIT 203 BLDG R1,3112,04,TM,333211838,,,,,,
494106CK,24,CLAIRMONT CONDOMINIUM C,UNIT 112 BLDG C3,3112,04,TM,333217800,,,,,,
494106CM,36,CLAIRMONT CONDOMINIUM F,UNIT 206,3112,04,TM,333217849,,,,,,
494106DA,33,CLAIRMONT CONDOMINIUM H,UNIT 108,3112,04,TM,333217822,,,,,,
494106DB,24,CLAIRMONT CONDOMINIUM J,UNIT 103 BLDG J1,3112,04,TM,333217831,,,,,,
494106DC,24,CLAIRMONT CONDOMINIUM K,UNIT 202 BLDG K1,3112,04,TM,333217853,,,,,,
494106DG,36,FAIRFAX CONDOMINIUM B,UNIT 203,3112,04,TM,333214302,,,,,,
494106DH,36,CLAIRMONT CONDOMINIUM G,UNIT 109,3112,04,TM,333217823,,,,,,
494106DJ,36,FAIRFAX CONDOMINIUM A,UNIT 111,3112,04,TM,333214307,,,,,,
494106DK,36,FAIRFAX CONDOMINIUM C,UNIT 204,3112,04,TM,333214315,,,,,,
494106DM,36,FAIRFAX CONDOMINIUM E,UNIT 111,3112,04,TM,333214321,,,,,,
494106GA,33,CLAIRMONT CONDOMINIUM I,UNIT 108,3112,04,TM,333217888,,,,,,
494106GB,32,CLAIRMONT CONDOMINIUM L,UNIT 104 BLDG L1,3112,04,TM,33321,,,,,,
494106GC,16,CLAIRMONT CONDOMINIUM M,UNIT 107 BLDG M-2,3112,04,TM,333215803,,,,,,
